S1_racepctblack,pctWInvInc,pctWPubAsst,NumUnderPov,PctPopUnderPov,PctUnemployed,MalePctDivorce,FemalePctDiv,TotalPctDiv,PersPerFam,PctKids2Par,PctYoungKids2Par,PctTeen2Par,NumKidsBornNeverMar,PctKidsBornNeverMar,PctPersOwnOccup,HousVacant,PctHousOwnOcc,PctVacantBoarded,NumInShelters,NumStreet,T_ViolentCrimesPerPop
2.03,67.65,2.35,1550,3.18,2.81,4.18,6.82,5.58,3.19,87.91,98.86,89.2,265,0.73,89.05,490,85.59,0.41,109,0,0.0
19.5,38.24,9.04,4163,14.72,8.57,10.82,15.18,13.16,3.12,54.38,71.12,52.67,1375,6.45,48.52,2088,44.09,2.63,0,1,1.0
7.75,24.45,4.36,1010,8.56,5.16,15.78,19.66,17.81,3.12,65.85,84.05,59.56,124,1.48,41.21,522,36.22,1.72,0,1,1.0
1.55,65.6,3.72,302,2.72,3.46,6.46,8.63,7.58,3.08,81.9,95.32,86.81,29,0.36,84.09,208,80.12,3.37,0,0,0.0
1.37,59.13,2.86,1317,4.73,3.92,7.71,10.54,9.19,3.09,82.02,89.13,79.63,310,1.5,78.88,400,73.72,1.25,0,0,1.0
0.72,49.91,8.53,9881,21.04,6.24,8.26,10.02,9.22,2.99,70.09,78.34,77.11,897,2.47,51.8,927,49.56,1.08,25,0,0.0
0.22,45.66,3.55,1096,5.08,4.86,8.07,10.63,9.4,3.13,78.72,93.39,83.46,97,0.56,80.65,229,77.03,3.49,0,0,0.0
17.63,31.31,7.86,2033,14.11,6.66,10.12,12.23,11.28,2.92,65.48,70.19,81.61,606,4.8,67.16,488,66.47,1.64,0,0,1.0
3.8,27.23,12.14,4796,25.83,8.99,15.53,18.69,17.24,3.27,52.92,52.6,60.7,947,5.76,48.89,793,45.32,6.68,0,3,1.0
16.68,50.33,2.78,4562,9.89,4.79,10.56,11.94,11.32,2.62,58.7,77.97,60.51,1426,3.81,71.79,5678,72.1,1.07,0,0,1.0
5.31,36.1,6.92,1616,10.92,4.01,9.87,14.23,12.22,2.92,72.15,89.34,67.53,127,1.1,69.83,256,67.49,0.39,0,0,0.0
3.29,52.16,3.69,1686,9.85,7.16,12.04,14.93,13.57,2.59,62.96,77.36,68.27,189,1.33,62.34,1795,62.11,0.39,0,2,1.0
1.42,53.87,3.56,421,3.86,4.19,7.68,9.85,8.82,3.04,80.01,94.24,80.0,92,1.26,65.52,191,59.46,0.0,0,0,0.0
5.25,42.65,2.53,801,4.25,3.55,8.49,12.69,10.67,3.05,80.91,89.43,85.96,51,0.41,75.63,357,73.13,2.52,6,0,0.0
29.65,33.08,11.47,59144,22.61,8.24,14.08,17.07,15.72,3.02,47.79,61.3,57.11,19384,8.76,58.53,10953,54.9,15.07,808,33,1.0
0.66,70.05,1.82,896,3.29,4.35,4.1,7.14,5.74,3.14,86.71,92.91,83.11,82,0.41,84.33,245,79.69,0.0,0,0,0.0
24.29,30.83,10.28,3203,26.71,8.82,11.13,14.19,12.79,3.18,59.27,69.92,65.78,507,4.56,56.95,410,58.19,3.41,0,0,1.0
24.04,31.46,13.1,9016,21.57,12.83,15.83,16.12,15.97,3.17,55.35,62.57,61.27,2552,6.59,60.08,2355,59.06,12.74,70,0,1.0
41.58,34.72,8.36,16227,21.61,5.15,9.55,13.42,11.62,3.12,51.85,67.62,61.32,6087,10.52,52.01,3569,48.14,8.94,176,0,1.0
1.07,74.58,1.95,762,3.15,3.17,6.97,10.73,8.95,2.96,84.73,96.56,80.43,49,0.29,85.01,565,82.82,0.71,17,1,0.0
1.12,42.74,9.55,8783,14.03,6.75,11.75,14.88,13.46,2.91,62.15,72.0,65.17,2170,4.91,48.55,3058,42.13,2.94,188,1,1.0
0.55,36.27,9.67,2064,15.52,9.53,11.77,14.87,13.45,3.02,70.61,80.79,79.4,330,2.88,66.02,314,64.14,3.18,0,0,0.0
6.43,33.88,7.99,9804,18.9,7.85,11.59,15.38,13.67,2.99,66.28,77.08,74.16,1239,2.67,63.79,1402,60.05,1.36,34,0,0.0
0.67,46.04,2.6,1239,5.05,3.76,9.04,11.73,10.39,3.25,82.12,93.21,80.89,181,1.12,78.3,379,73.59,0.53,0,0,0.0
6.1,40.38,4.39,1137,7.64,7.19,8.91,12.66,10.81,3.34,66.42,80.04,74.43,428,4.17,55.7,202,53.99,4.95,0,4,0.0
1.57,44.54,6.19,2248,12.13,6.47,9.08,12.52,10.96,3.02,72.27,84.54,79.2,121,0.78,67.29,388,64.26,0.52,4,0,0.0
0.54,39.93,5.64,2007,15.78,6.16,9.54,12.39,11.06,3.17,72.13,86.3,78.17,83,0.82,54.07,156,50.61,4.49,0,0,0.0
45.71,36.71,7.3,19163,14.9,4.72,10.59,14.49,12.71,2.96,55.48,68.44,58.32,8027,9.34,47.91,4606,44.16,4.02,125,1,1.0
1.01,75.16,1.29,475,3.02,3.83,4.52,7.32,5.99,3.15,91.78,97.6,90.66,4,0.04,89.92,256,86.31,0.78,0,0,0.0
1.3,44.83,3.34,322,3.2,3.2,6.69,8.12,7.41,3.24,82.18,93.21,85.32,85,1.12,90.89,156,90.24,2.56,0,0,0.0
20.29,26.89,8.61,2881,24.64,4.15,8.62,12.47,10.68,3.26,63.55,83.67,66.84,194,1.79,60.31,362,62.86,1.38,0,0,0.0
1.6,48.89,5.48,1056,4.51,3.7,8.4,12.03,10.21,3.35,76.24,88.76,82.06,296,1.77,70.94,349,71.5,2.01,6,0,1.0
3.86,32.73,9.8,4874,10.67,7.89,9.1,13.08,11.14,3.25,73.37,81.64,78.37,765,2.19,69.41,1084,69.05,1.75,11,0,1.0
5.16,29.06,10.09,3274,17.44,7.9,11.1,15.05,13.16,3.38,62.65,67.26,79.21,692,4.18,63.98,909,62.48,2.42,43,38,1.0
0.16,48.52,5.1,2872,12.2,3.57,7.09,9.22,8.26,3.01,76.25,87.03,76.62,304,1.53,64.72,691,56.64,1.16,10,0,0.0
1.31,65.18,2.76,531,2.61,3.47,6.78,10.07,8.53,3.0,86.77,94.54,89.03,77,0.58,78.49,441,73.04,1.13,7,0,0.0
2.84,54.83,1.17,787,2.24,2.47,7.14,10.44,8.85,3.26,85.71,96.92,85.24,205,1.0,82.22,706,76.36,0.85,0,0,0.0
0.39,56.64,4.33,833,5.22,3.59,6.97,9.88,8.49,3.15,81.65,88.66,84.53,121,0.99,71.04,165,61.09,0.0,0,0,0.0
1.47,54.32,4.65,1341,6.95,5.25,5.8,7.5,6.7,3.11,78.85,97.44,68.87,210,1.57,73.43,2378,69.86,2.02,11,0,0.0
17.78,54.11,5.43,6728,6.29,5.08,7.96,11.56,9.86,3.08,67.92,79.89,75.16,4551,6.42,60.42,2334,57.87,1.37,132,18,1.0
0.39,49.45,3.39,301,2.66,2.84,7.98,11.58,9.86,3.16,83.58,93.38,84.97,48,0.61,78.53,105,74.67,0.0,0,0,0.0
1.13,38.32,8.95,5814,13.93,7.0,11.21,15.31,13.34,3.17,70.52,75.97,78.15,815,2.54,57.48,1135,53.08,1.85,0,0,1.0
1.38,70.91,1.71,321,2.8,1.78,4.81,8.41,6.74,3.03,84.64,98.74,83.13,90,1.07,87.95,161,83.39,0.62,0,0,0.0
1.73,52.29,3.67,704,5.0,4.55,8.71,10.85,9.87,2.89,77.9,94.97,75.12,176,1.5,78.4,147,73.0,0.0,0,0,0.0
15.48,52.92,4.34,4034,5.2,4.69,8.5,11.91,10.29,3.08,69.28,83.76,74.64,2357,4.63,65.33,1664,61.98,3.79,121,7,1.0
37.94,34.68,14.32,85319,24.34,7.84,13.02,16.35,14.85,3.11,45.53,53.22,54.43,32210,11.81,44.21,14746,38.34,8.0,989,23,1.0
4.72,43.97,5.0,808,4.74,6.22,10.84,8.29,9.66,3.33,82.05,89.92,89.48,198,1.62,75.57,283,68.56,0.35,0,0,0.0
5.61,40.48,8.2,3454,14.45,7.44,11.32,12.59,12.01,3.11,69.79,76.39,77.07,897,4.74,63.25,509,55.85,4.13,0,0,1.0
20.89,33.74,12.47,6305,23.81,7.51,12.9,16.26,14.81,2.86,55.02,63.91,61.85,1209,4.8,57.17,1195,54.38,3.18,19,0,1.0
1.5,55.37,3.95,370,3.04,4.62,8.17,11.0,9.62,3.0,78.78,90.43,85.31,87,0.91,79.64,171,76.17,0.58,0,6,0.0
11.43,30.47,5.98,29084,11.47,6.57,17.41,19.41,18.4,3.1,63.59,76.93,68.88,7862,4.36,53.82,9935,50.38,4.57,336,236,1.0
0.52,50.22,5.43,983,9.32,3.76,8.93,10.92,9.95,3.14,79.84,87.36,84.75,145,2.19,81.14,163,76.21,1.84,0,0,1.0
17.13,20.9,23.06,1965,24.15,12.35,6.78,12.95,8.44,3.68,63.5,64.77,74.33,665,9.3,55.43,181,55.94,1.66,0,0,1.0
1.07,55.41,4.94,428,3.34,5.37,6.89,9.46,8.23,3.1,80.46,95.56,81.89,84,1.02,66.93,161,58.97,1.86,0,0,0.0
2.7,68.04,3.59,204,1.72,2.78,6.86,8.6,7.68,3.13,85.79,93.49,81.47,35,0.41,77.4,123,71.33,0.81,0,0,0.0
52.19,27.02,15.47,25178,24.38,8.38,13.84,17.81,16.07,3.13,44.24,52.82,51.94,9297,10.44,50.66,4324,49.67,12.65,138,50,1.0
0.68,52.78,2.83,94,0.93,4.18,8.32,10.38,9.34,3.09,82.81,88.59,87.29,29,0.44,83.43,435,79.26,0.46,0,0,0.0
38.27,26.79,14.67,5617,25.55,8.69,10.66,12.94,11.87,3.27,60.16,69.5,68.52,1933,9.97,46.34,827,47.98,9.67,26,0,1.0
0.26,24.84,15.4,4844,33.49,13.57,8.42,12.24,10.47,3.61,67.31,83.27,76.79,204,1.5,64.1,578,64.9,7.96,8,0,0.0
2.21,31.99,8.31,4046,13.56,6.24,11.2,15.2,13.18,3.32,67.86,77.45,72.4,1109,4.96,58.37,4311,61.78,0.6,0,2,1.0
0.2,49.89,1.21,338,2.9,4.34,3.81,6.48,5.17,3.93,89.03,96.69,90.67,24,0.24,90.38,57,88.84,5.26,0,0,0.0
20.53,33.01,4.61,6079,14.16,5.33,13.6,18.69,16.26,2.87,60.96,76.31,58.78,1152,4.22,36.49,3292,33.44,1.61,68,9,1.0
1.05,42.12,6.22,1818,8.82,7.71,7.96,9.64,8.85,2.94,73.96,83.14,73.79,399,2.28,81.09,4337,82.13,0.32,0,0,0.0
23.06,51.96,4.42,1116,7.27,5.03,11.17,14.65,13.02,3.01,58.69,80.47,69.8,648,6.08,43.15,349,37.6,2.87,62,1,1.0
7.72,40.8,12.22,4250,19.84,10.65,12.03,15.81,14.14,2.95,65.23,68.57,74.26,494,2.55,61.54,723,59.71,1.8,0,0,1.0
2.34,36.36,8.23,3575,20.72,8.73,8.52,13.64,11.17,2.95,68.65,82.72,65.96,215,1.42,63.75,828,59.64,2.66,16,0,0.0
1.82,28.09,15.41,3675,33.89,17.4,10.76,13.23,12.1,3.28,60.54,54.79,74.44,506,4.45,64.79,426,64.39,6.1,0,0,1.0
4.42,43.47,2.94,299,2.78,3.36,7.91,8.83,8.37,3.45,84.34,94.63,89.64,145,2.19,89.02,113,87.31,6.19,0,0,0.0
0.48,57.63,3.59,819,2.55,5.31,5.62,8.86,7.3,3.2,83.47,92.29,84.33,129,0.6,85.61,362,82.21,2.49,0,0,0.0
33.88,31.48,10.55,11780,22.11,6.21,11.05,16.31,13.98,2.91,48.29,59.55,57.07,3594,8.53,49.0,2912,47.12,2.58,92,8,1.0
8.56,35.78,6.42,34593,19.56,6.56,8.85,12.98,10.98,3.17,69.0,83.96,77.33,3853,2.96,59.83,8709,55.25,4.51,24,25,1.0
11.48,32.61,8.57,5739,10.91,7.2,9.91,12.84,11.5,3.25,60.81,73.21,68.94,2599,6.12,68.73,816,67.0,5.02,117,20,1.0
12.96,31.53,14.5,12396,13.64,9.22,9.3,13.49,11.52,3.32,61.08,67.2,68.13,4850,6.75,59.15,2526,53.32,4.79,253,7,1.0
0.85,50.78,3.71,3699,4.92,5.01,6.19,8.98,7.66,3.2,81.1,92.23,84.34,539,0.95,83.88,8296,82.02,0.48,96,0,0.0
1.07,55.49,3.71,2357,7.12,3.89,10.13,12.53,11.47,2.64,72.09,80.75,69.51,224,0.79,72.87,2523,70.49,0.52,0,0,1.0
2.79,54.19,4.68,1971,4.18,2.92,9.2,14.4,11.92,3.04,78.7,88.59,81.42,457,1.51,61.86,546,61.91,0.18,0,2,1.0
0.48,62.14,2.56,1065,3.6,2.94,4.49,6.8,5.73,3.42,86.02,92.7,88.35,190,0.81,89.21,217,85.14,0.0,0,0,0.0
26.9,32.38,6.37,23797,15.76,4.56,13.99,18.4,16.18,2.98,49.98,66.02,58.67,9455,9.1,43.72,7722,41.1,2.81,688,235,1.0
7.44,49.45,5.9,2096,3.95,3.67,5.1,8.47,6.83,3.7,81.03,93.07,88.19,430,1.15,83.41,338,83.44,0.59,0,0,1.0
3.26,62.24,1.04,379,1.33,3.46,6.05,8.93,7.54,3.23,88.48,97.22,84.29,139,0.83,84.04,332,80.9,2.11,0,0,0.0
17.63,34.75,9.73,1745,14.89,5.73,11.83,14.14,13.09,3.02,62.89,71.28,63.83,413,3.99,60.22,409,57.5,0.73,5,0,1.0
1.81,50.52,4.94,942,4.63,5.86,6.94,9.69,8.39,2.91,77.5,94.16,78.84,171,1.32,51.71,1030,49.0,0.39,0,2,0.0
1.36,35.96,7.37,2488,20.56,9.0,9.31,14.17,11.98,2.83,67.64,81.66,77.29,91,0.81,69.05,598,67.68,1.84,33,0,1.0
0.61,54.28,6.11,1294,21.14,4.86,3.31,6.18,4.68,2.93,69.72,84.16,77.93,178,4.24,54.38,234,50.59,0.43,0,0,0.0
0.99,48.47,3.62,4788,7.42,3.9,11.73,13.81,12.87,2.55,67.29,83.27,72.76,637,1.2,67.02,6790,65.83,0.24,56,0,1.0
8.69,43.54,10.64,9399,14.93,7.16,11.8,14.51,13.26,2.96,57.95,69.73,61.93,2626,5.57,50.46,2484,46.65,5.43,310,8,1.0
1.39,79.43,1.98,191,1.8,1.61,5.41,9.59,7.64,3.14,86.82,96.44,82.95,166,2.27,91.23,93,90.49,1.08,0,0,0.0
40.43,27.98,10.99,13483,35.87,9.73,10.68,14.17,12.61,3.1,44.73,60.71,55.44,2774,9.22,50.14,1764,46.14,4.02,14,0,1.0
0.8,69.68,2.48,336,2.25,3.51,2.9,6.11,4.64,3.12,89.72,96.61,87.08,6,0.05,94.08,167,92.85,0.0,0,0,0.0
43.88,33.89,17.81,68781,18.82,9.38,13.22,17.89,15.68,3.28,48.42,61.57,56.68,26451,10.31,44.5,10216,41.62,10.49,431,303,1.0
0.59,62.08,3.18,894,2.94,3.76,4.16,6.93,5.63,3.06,87.05,98.13,87.03,86,0.38,84.73,266,80.97,0.0,0,0,0.0
5.49,55.41,2.32,1074,2.8,2.06,8.32,11.23,9.87,2.93,79.24,93.69,85.55,246,0.93,69.59,835,61.58,0.96,0,0,1.0
0.92,41.59,9.42,4702,14.98,5.78,11.36,16.33,14.05,2.91,64.93,76.49,75.56,697,2.94,52.91,974,48.47,1.33,51,0,0.0
2.78,45.52,2.27,1609,6.71,5.39,8.75,14.31,11.57,3.12,74.03,87.27,80.44,304,1.73,65.93,442,69.63,4.98,0,0,1.0
1.1,65.16,2.23,122,0.79,4.7,4.44,5.99,5.23,3.38,89.03,98.75,91.14,5,0.05,92.63,237,91.49,0.84,0,0,0.0
2.48,61.76,2.23,387,2.75,2.64,6.34,9.64,8.09,3.27,85.76,97.8,83.39,115,1.2,78.0,187,70.24,1.07,0,0,0.0
30.72,35.07,7.76,13026,22.49,7.89,13.27,16.2,14.77,2.79,41.09,58.62,41.54,3604,7.96,49.1,4621,46.85,1.38,94,18,1.0
1.06,56.08,4.25,645,4.39,3.37,7.95,7.61,7.75,3.01,78.35,91.44,80.94,104,0.9,76.59,349,71.65,1.15,0,0,0.0
0.11,34.13,4.5,2775,9.36,3.56,10.2,12.8,11.57,3.03,76.12,86.59,82.36,202,0.87,65.25,576,63.89,1.04,0,0,0.0
0.16,16.61,24.09,6187,48.82,17.42,5.85,11.84,9.12,3.99,62.76,76.33,71.24,484,3.62,65.18,446,65.91,8.97,0,0,1.0
10.49,37.17,14.25,14308,21.73,9.39,10.18,12.34,11.35,3.03,57.12,63.17,65.1,3379,6.19,52.86,2769,48.88,3.14,178,0,1.0
14.22,40.13,2.4,735,3.72,3.61,7.1,11.8,9.55,3.3,81.82,91.55,83.23,41,0.36,80.29,469,79.21,0.64,0,0,0.0
25.14,30.37,6.68,6776,16.76,8.15,13.58,16.5,15.11,3.18,62.14,72.75,73.54,1119,3.4,64.61,1566,61.89,11.05,0,13,1.0
8.54,36.51,7.88,7347,7.71,4.96,8.68,13.47,11.15,3.51,69.66,86.47,77.16,2571,3.59,68.25,1016,66.66,1.57,0,0,1.0
1.37,55.48,2.83,1212,2.41,3.06,8.8,12.2,10.53,3.11,82.85,92.01,81.55,196,0.64,74.9,872,70.17,0.34,0,1,0.0
2.34,39.35,7.54,1481,10.3,7.78,10.77,13.8,12.41,3.1,71.33,82.45,64.54,282,2.3,64.07,291,60.48,2.06,4,0,0.0
7.32,35.15,10.72,10179,16.84,7.94,12.24,16.13,14.36,3.07,63.91,75.26,70.47,1713,3.33,62.35,1370,60.5,10.36,73,0,1.0
0.76,46.95,6.53,568,5.57,8.97,5.92,9.78,8.05,2.76,76.19,92.52,79.82,58,0.64,79.67,3820,78.69,0.18,0,0,0.0
6.58,49.27,2.32,785,3.42,2.92,8.89,13.4,11.28,3.04,80.02,90.26,86.79,237,1.53,74.74,469,68.94,2.13,0,0,1.0
46.98,23.95,16.96,2984,28.83,6.76,11.43,16.33,14.15,3.16,48.15,59.97,55.33,736,7.52,61.85,463,61.12,3.02,0,0,1.0
12.36,63.53,4.7,1745,6.47,3.23,10.66,14.79,12.85,2.93,68.7,89.41,75.17,884,4.96,59.53,431,53.88,0.93,101,18,1.0
2.48,38.11,3.75,6813,17.2,7.14,8.33,11.09,9.73,3.26,68.95,79.81,72.44,1003,3.96,53.31,1896,49.89,0.79,10,0,1.0
13.06,36.61,4.77,1472,13.89,7.02,10.23,12.6,11.52,3.02,68.06,77.9,80.84,258,2.85,65.54,516,65.54,4.26,0,0,1.0
18.53,34.66,7.6,1959,14.31,8.11,7.51,9.84,8.77,3.2,63.76,82.39,65.72,609,6.2,63.84,421,59.25,2.38,7,0,1.0
0.07,13.5,20.09,4159,38.95,13.29,3.99,10.16,7.33,4.11,67.72,81.48,72.75,248,2.15,72.24,374,71.91,9.36,0,0,0.0
0.48,58.32,2.84,521,3.87,4.36,4.84,7.81,6.45,3.01,84.85,97.36,88.44,65,0.64,78.49,376,74.39,1.06,0,0,0.0
0.7,61.93,2.94,1241,4.65,2.92,11.63,15.58,13.71,2.88,76.66,84.86,79.12,221,1.24,69.24,549,64.22,4.74,0,1,0.0
3.17,72.89,0.91,427,3.62,1.79,5.99,8.0,7.05,2.87,87.28,97.75,92.23,30,0.33,79.57,297,71.5,0.34,0,0,0.0
9.68,30.0,8.09,3261,15.37,7.26,12.37,14.47,13.51,2.99,66.12,78.62,78.3,233,1.18,67.44,1618,67.39,2.84,12,0,1.0
9.44,32.68,12.01,25782,15.0,7.1,11.7,16.19,14.05,3.26,65.04,72.06,72.63,6512,5.23,57.28,3708,55.12,4.1,349,31,1.0
9.84,47.44,2.61,727,7.04,3.57,10.38,16.14,13.54,2.81,72.23,85.73,67.67,66,0.93,66.2,389,68.5,1.29,0,0,1.0
20.65,44.7,8.17,16903,18.31,6.09,9.75,11.68,10.8,2.94,49.59,59.38,54.73,5658,8.96,42.85,4078,38.3,10.4,395,10,1.0
58.46,17.88,22.23,70702,26.34,14.71,11.84,15.92,14.0,3.55,34.59,48.41,44.71,42040,20.0,26.97,10921,23.06,11.05,1974,842,1.0
89.95,21.24,14.71,12699,17.71,11.76,14.94,18.73,17.06,3.42,34.12,42.17,45.98,9402,16.74,34.83,1777,27.48,7.32,340,20,1.0
2.72,38.21,9.77,10482,16.78,8.2,13.48,15.15,14.35,3.2,67.64,75.35,75.95,1514,2.64,61.97,2955,58.81,13.16,198,62,1.0
72.13,21.44,12.38,7359,20.3,8.45,14.18,16.86,15.65,3.09,37.26,51.46,57.54,4101,12.99,52.43,1466,50.86,10.91,10,10,1.0
12.02,34.48,6.22,10148,16.08,7.87,11.16,14.39,12.82,3.32,68.81,79.88,74.89,1295,2.74,58.18,2598,56.69,8.47,17,20,1.0
1.25,50.06,5.56,18176,17.04,6.42,10.86,14.79,12.92,2.9,69.15,82.8,71.2,1342,1.89,56.17,1717,50.75,0.99,459,84,1.0
14.83,33.3,16.33,34120,22.96,9.18,8.88,13.54,11.37,3.23,50.04,59.15,55.78,10047,9.23,38.84,7889,36.15,7.61,240,43,1.0
23.62,34.47,7.4,10386,17.2,5.39,13.03,16.32,14.81,3.0,57.72,72.07,64.87,2704,5.46,61.24,2268,58.88,4.85,35,7,1.0
6.09,61.13,2.0,371,2.9,3.14,5.6,9.29,7.56,3.06,81.36,95.41,87.3,162,1.81,83.49,161,78.65,4.35,0,0,0.0
0.31,42.69,6.05,792,7.16,5.21,8.34,10.38,9.43,3.03,77.41,84.38,82.34,117,1.34,65.33,292,59.1,0.34,0,0,0.0
7.11,41.07,7.49,5956,27.49,6.9,5.96,9.06,7.65,3.0,64.84,70.16,63.26,576,4.53,42.66,467,38.65,1.5,10,0,1.0
2.04,48.82,4.46,1895,4.46,4.48,8.47,13.74,11.18,3.3,73.34,90.75,76.71,504,1.69,70.66,436,69.41,1.15,0,0,0.0
0.72,44.86,2.08,1396,6.78,4.96,8.23,12.42,10.45,3.23,81.02,92.97,82.63,138,0.91,75.61,440,73.61,1.36,98,0,0.0
12.53,61.27,2.55,4861,16.14,4.42,5.52,8.63,7.23,2.83,71.6,88.73,69.84,508,3.23,45.64,1070,40.5,0.37,23,5,1.0
0.43,40.55,4.93,1527,11.43,5.94,10.59,13.66,12.3,2.89,70.27,81.87,82.04,83,0.64,72.52,401,69.67,2.24,0,0,1.0
14.46,40.99,2.77,405,3.51,2.67,6.91,11.74,9.43,3.11,80.66,89.03,86.01,150,1.93,74.61,230,68.39,0.87,0,0,0.0
3.83,39.36,5.55,3297,8.76,4.3,15.08,18.93,17.0,2.95,64.79,76.35,70.95,700,2.92,39.68,1238,36.05,0.81,4,71,1.0
9.43,41.08,5.44,2059,11.39,4.82,10.92,14.95,13.08,2.88,64.31,71.45,73.29,394,2.52,63.72,334,62.26,2.69,0,0,0.0
0.88,46.68,8.15,2878,8.0,5.15,7.28,10.28,8.87,3.1,74.17,80.57,77.8,614,2.29,69.92,647,65.45,0.93,40,0,1.0
0.1,55.7,4.76,1780,4.91,3.62,4.99,8.76,6.95,3.65,86.66,92.75,88.83,149,0.43,80.83,336,76.42,0.3,0,0,0.0
1.34,62.98,4.4,2057,4.63,4.47,5.58,8.15,7.0,3.0,80.11,92.67,79.62,208,0.71,63.48,602,57.02,0.66,0,0,0.0
2.88,70.39,3.26,2561,4.65,2.4,9.34,14.99,12.24,2.84,77.02,95.63,75.82,301,0.88,62.42,982,56.74,2.04,13,11,0.0
0.38,62.47,2.23,288,1.9,3.85,5.74,7.11,6.44,3.26,88.94,96.64,91.04,54,0.5,88.98,497,86.37,0.8,0,0,0.0
7.89,55.79,3.51,1737,3.54,4.97,7.25,9.82,8.62,3.04,75.43,90.81,82.25,795,2.18,81.88,842,79.75,5.82,3,3,0.0
1.08,42.78,2.82,1417,5.17,5.29,8.82,11.65,10.24,3.36,80.28,93.32,85.92,89,0.48,75.96,305,75.04,4.26,0,0,0.0
10.6,50.32,2.42,682,4.45,3.96,10.53,15.09,12.93,2.99,72.03,88.68,73.65,197,1.85,69.44,410,63.49,0.73,0,0,1.0
0.37,43.84,3.3,323,2.7,2.96,9.51,10.57,10.04,3.12,80.61,88.65,89.28,138,1.84,88.78,209,87.25,1.91,0,0,0.0
0.49,14.85,15.23,4373,21.19,11.49,7.18,10.89,8.95,4.48,61.45,77.11,73.67,1596,9.59,44.42,93,49.04,5.38,0,81,1.0
1.33,38.56,4.94,2724,22.14,7.18,7.47,10.85,9.27,2.95,72.91,91.63,77.81,86,1.01,56.27,825,52.94,1.21,0,0,0.0
1.15,9.02,19.2,6241,27.54,10.24,7.58,13.79,10.66,4.53,59.29,71.51,71.1,1953,11.81,13.93,155,16.86,2.58,0,0,1.0
6.01,59.66,3.94,1558,9.59,2.96,10.51,15.59,13.27,2.84,69.72,90.25,61.85,211,2.38,46.58,276,45.84,1.45,0,0,1.0
18.26,55.6,3.13,1013,3.31,3.82,7.22,8.68,8.0,3.02,74.9,90.73,70.08,455,2.05,80.86,416,74.97,2.4,0,0,0.0
0.37,63.09,3.62,690,4.39,3.09,6.32,8.82,7.67,3.1,84.48,93.92,88.66,54,0.46,79.46,203,71.61,0.99,0,0,0.0
1.39,46.16,5.31,1506,3.89,4.57,7.09,10.58,8.89,3.38,75.14,91.29,83.09,514,1.72,82.53,623,82.43,0.16,0,0,1.0
9.31,52.19,3.1,1233,6.6,3.75,9.74,10.84,10.31,2.95,76.49,94.04,81.93,157,1.14,76.26,275,71.17,1.09,0,0,1.0
1.18,56.47,3.57,295,3.09,3.91,4.81,6.67,5.82,3.15,79.7,100.0,88.09,29,0.4,84.72,110,81.27,0.91,0,0,0.0
0.51,70.79,1.66,104,1.01,2.03,3.42,5.97,4.75,3.2,90.36,100.0,89.29,28,0.4,92.31,36,89.71,0.0,0,0,0.0
0.26,44.09,5.06,1483,4.85,5.7,7.8,10.14,9.02,3.18,81.05,88.28,86.08,282,1.25,84.71,599,80.34,1.0,0,0,0.0
0.83,68.3,1.7,652,2.1,2.41,6.75,10.04,8.44,3.09,86.84,96.8,83.7,111,0.52,88.9,402,87.79,0.5,0,0,0.0
48.72,24.16,19.11,4469,27.9,8.17,13.0,16.95,15.26,3.12,45.98,44.01,60.71,1170,7.32,58.15,971,59.03,2.47,0,0,1.0
1.27,65.18,3.23,774,3.74,2.44,6.18,9.96,8.2,2.94,83.8,88.81,85.66,192,1.26,77.08,473,71.17,0.42,0,0,0.0
2.35,44.51,7.65,1214,10.86,10.57,6.92,8.35,7.67,3.01,77.92,90.54,91.45,65,0.71,84.78,299,83.44,4.01,0,0,0.0
1.62,65.77,1.87,567,3.85,2.55,4.37,8.12,6.38,3.15,89.05,98.94,90.72,65,0.61,75.25,188,71.63,0.53,0,0,0.0
0.43,51.07,4.36,706,3.87,4.55,6.29,8.41,7.42,3.08,78.41,91.22,80.11,114,0.93,68.92,578,63.6,0.35,0,0,0.0
5.6,46.82,7.45,8492,11.47,6.33,6.53,9.4,8.04,3.1,66.35,81.97,71.38,1912,4.28,35.09,1467,31.0,3.07,54,1,0.0
0.97,57.03,2.8,867,2.5,4.44,5.97,7.88,6.95,3.2,83.98,93.32,89.32,227,0.92,83.15,527,79.48,5.31,0,0,0.0
2.09,39.92,6.61,4572,9.49,7.69,9.03,12.56,10.91,3.18,70.77,78.04,74.89,1206,3.89,45.58,2304,39.98,1.78,24,1,0.0
38.02,27.68,9.88,31941,18.63,7.16,11.42,16.97,14.31,3.12,57.84,69.64,63.75,7874,5.78,54.98,5044,53.87,2.78,258,18,1.0
0.17,37.64,6.7,3876,14.44,4.35,10.58,14.3,12.55,3.11,74.19,81.96,71.93,302,1.28,65.15,537,62.76,1.3,148,0,1.0
4.35,43.59,6.93,3356,6.79,5.57,8.12,10.96,9.67,3.07,74.52,85.86,79.56,642,1.58,67.91,858,60.35,1.63,0,0,0.0
0.64,39.63,8.41,2181,13.14,7.11,10.16,12.43,11.4,3.04,61.44,63.57,65.09,530,4.13,49.07,506,45.2,4.74,0,0,1.0
